Temperature (°C),Humidity (%),Rain
21.43098736299034,39.16665428788089,no rain
3.611590802176332,91.54768812183315,rain
33.41209982356952,12.561270352030206,no rain
12.831202598869433,41.8446789716228,no rain
7.460740415994169,34.45619079878753,no rain
1.6310056621905566,49.81507202511484,no rain
23.635717727529673,45.76318745451751,no rain
27.1025744736913,51.88895316510814,no rain
0.6635131571142461,13.99189772269941,no rain
20.48372233197124,51.31415015132771,no rain
9.059831007917518,24.241881388721087,no rain
25.806911616377995,18.433134898819127,no rain
6.974657160199658,6.483421878619122,no rain
27.63750952409864,76.26525587561409,rain
15.469413852021496,42.744192085655996,no rain
37.46919954946938,62.66436833117584,no rain
5.50083776583973,72.75933433047433,rain
13.64265404201034,67.93166653135535,rain
4.538940849623563,47.05007190896823,rain
36.98774473114251,38.789852895172984,no rain
35.09357413523924,37.595990964066374,no rain
10.317665108606224,64.00487969300563,rain
26.39936184136716,49.47943549418734,no rain
32.688888008048636,84.91322479885106,rain
22.208032463978494,87.47019843267121,rain
21.18602313424026,17.056037800651847,no rain
9.674091636018067,13.623365154572564,no rain
3.7241107122359685,63.04009260359995,rain
35.88863031813307,30.12257480622794,no rain
36.016722286533216,1.857071876509886,no rain
25.32405829093072,88.86426693629551,rain
13.561191641948028,22.690076724380827,no rain
13.968382984506436,92.92806516858091,rain
29.038227154809576,71.74344508782536,rain
35.884410398103086,76.26534899114843,rain
35.48345697060469,20.14614957931604,no rain
31.195021834304953,23.419442561681294,no rain
25.68126584617151,52.12677538240658,no rain
3.3655985998019533,17.209985264986216,no rain
6.465148563784551,30.543169268303227,no rain
35.94216754108317,32.14624779478045,no rain
24.257162386383598,15.96299332527641,no rain
0.3678820646651859,20.518283339516074,no rain
4.058861714641284,78.85518420082566,rain
26.54007076432223,16.719585454726836,no rain
0.20246335384874747,2.8457391843922486,no rain
6.432322056699946,62.93549426289384,rain
21.949351574663446,97.598311939245,rain
27.67580790770773,33.12138146231214,no rain
26.078450380104023,11.86557031962523,no rain
8.970772378422392,57.03873253675308,rain
28.487168853901434,90.63542110956462,rain
9.489963499872003,78.40617798284788,rain
13.015987926370709,62.2515868412716,rain
29.859656204720967,31.50564966075994,no rain
25.98531596188859,54.18801732762199,no rain
33.96893641976712,9.124484130425536,no rain
26.304515692013734,67.894542428067,rain
22.732344133418863,72.50960188976508,rain
3.746990713123699,96.50316229099188,rain
14.708632122377342,26.039735874507166,no rain
10.608094707269018,1.8456419043022643,no rain
9.759585735163343,54.56084644271506,no rain
38.920422190097824,70.67905043968145,rain
15.723908986670416,79.0407475882988,rain
35.681862207084535,19.37389330248106,no rain
25.245545039890516,26.175286903702364,no rain
31.792452141665937,51.25909252672963,no rain
20.105483724207684,33.060080997000185,no rain
23.076155385054363,86.05114865874451,rain
19.700707752754557,47.37601537387203,no rain
7.80971951192178,79.9578644102003,rain
28.898084610460213,58.06197604823537,no rain
11.230894497634232,77.3090141617112,rain
0.9726386572581536,33.267298653032384,no rain
25.818891836286713,83.14166219303112,rain
7.084427176281958,27.457231555102158,no rain
37.61834337411657,54.60988080032908,no rain
38.157143080103495,21.400711317387422,no rain
36.59457560881794,47.55265216261934,no rain
14.806348010217775,31.817520950870314,no rain
0.6182646611546971,26.670343063721425,no rain
37.132742503509014,96.69850180280375,rain
17.127365932692573,16.00741054867306,no rain
38.666192761746785,78.73258374573953,rain
38.54479908357011,98.4164959483215,rain
34.120378218694405,1.990148374007783,no rain
11.777955682783428,69.90274140420951,rain
15.40390914407701,25.291180555628713,no rain
34.045466860674274,4.0487824328304445,no rain
12.676880206251106,40.28895789566308,no rain
6.7797098674436995,93.5217810170875,rain
22.272050498334007,1.1765094366997686,no rain
37.44619096643124,58.788569192978166,no rain
27.84119186699892,50.13964785953243,no rain
22.802446803574597,87.33841643710475,rain
3.8870597508307414,8.400171452062565,no rain
24.60028906796679,68.15260298866504,rain
39.60215400417053,68.01096984332773,rain
5.603360609460961,66.90800168622832,rain
20.73318609454947,94.2334494935037,rain
35.094922877118215,82.30875290068805,rain
29.630744710168177,4.197272624350601,no rain
27.88062963981072,47.108285070451316,no rain
28.09936335948437,39.79530562013335,no rain
14.379646048790207,31.014722109080207,no rain
11.743673770579734,45.13367251540973,no rain
32.374446219140545,38.41941849259774,no rain
32.404535787167234,43.23338998786653,no rain
34.68289274320415,97.92618656086425,rain
36.529622102258855,8.863297474958076,no rain
20.453695954437514,92.22308698387297,rain
20.060651787487984,48.02367134710267,no rain
31.931807158671006,62.374224549954114,no rain
25.998557231110606,83.01829666176938,rain
28.078675090308135,36.046302914925555,no rain
31.83170677744404,43.04219080879669,no rain
35.60021367270265,40.95184802787139,no rain
13.519806274061432,37.47310225357599,no rain
15.02331810559776,92.5529321646895,rain
3.75927759363476,82.8929891193012,rain
23.13120563984696,10.89999898629761,no rain
1.4376909518696834,10.812335247709603,no rain
18.623920725298404,42.78695148529912,no rain
21.705785388303063,9.865737673280906,no rain
11.461650085131376,61.909309527111965,rain
23.63333042276043,14.36916072617339,no rain
1.2200099975619771,52.2373263966801,rain
1.4939275499685767,0.7219947003717753,no rain
32.904022426386334,31.659634841264673,no rain
14.407625656450517,67.71907236726554,rain
5.082420506075391,48.40389402278484,no rain
20.889730402192175,97.82694859989881,rain
30.799742123944434,87.41037960662108,rain
8.632841099873726,35.90707790431512,no rain
24.91561903276001,4.5486541472274595,no rain
3.41389859975072,84.56263001150188,rain
2.067268846744308,91.12343103146713,rain
21.25418526272592,82.06273934190368,rain
21.62540486440426,12.794994091976486,no rain
25.497196059928264,99.79151344122877,rain
29.04365334890646,25.85842215527738,no rain
39.03408317850138,72.42049128083701,no rain
20.65201393204781,90.80348763357216,rain
12.918258917649839,23.568711433070945,no rain
31.807447790748146,90.8258554677066,rain
10.833290050482969,30.948157919486697,no rain
17.558856828225444,97.64132223840562,rain
3.1382552536906383,28.12600203804746,no rain
1.0140297366183004,95.34358247578352,rain
38.505936587117006,5.3544650892674905,no rain
33.439204820488236,70.9272011669813,rain
27.83896824374792,53.21111338370037,no rain
16.358117776570793,47.78770771227306,no rain
6.931772802833831,22.349431425583997,no rain
6.257481706843442,70.5595789776492,rain
10.009715926583812,19.08094914463071,no rain
21.969066588244818,55.284179598476825,no rain
28.583836908002493,25.32453630402508,no rain
26.40789506870925,95.56213797813561,rain
11.197355877837714,2.8631193835652824,no rain
38.19461122652776,19.972828011123656,no rain
29.51587666783074,24.231060638744772,no rain
22.174162100456027,41.406782576781644,no rain
24.46882984937409,23.273024187005355,no rain
16.784002497111597,49.134909026878525,no rain
9.909239580046298,87.2465523258539,rain
14.238907146050463,71.20634214091707,rain
30.313844418574764,57.99619805351111,no rain
0.5757395451902347,8.900317798267965,no rain
4.642905620276649,69.39921083892756,rain
1.84010568087011,16.641428431093985,no rain
1.6291520927588055,78.63673859616979,rain
34.21842336044029,25.00567585101532,no rain
28.146314375200948,41.70487283209009,no rain
18.96695316349301,35.04702023179279,no rain
3.913366426040059,85.88139146748568,rain
19.664635004673293,12.654445871340814,no rain
18.938870831222626,56.56448823847886,no rain
6.928074796400607,14.206160944306223,no rain
17.35406596951892,70.47958361321867,rain
15.940189375894938,90.50781277944812,rain
24.63400392208866,43.46076538672534,no rain
25.40374603470575,48.80922602649759,no rain
1.8121603908817807,92.74228364827623,rain
14.984504585058849,52.09913886493571,no rain
25.034396628569453,48.75984380495609,no rain
20.125450343203507,57.83291027043042,no rain
34.25959364753289,68.9229736362952,no rain
26.3477452647578,10.688337508703139,no rain
6.517377083257188,82.1110527741516,rain
2.8227498960171937,43.55050274532593,no rain
25.696771128252625,7.234850989748553,no rain
1.0604524216648725,78.61826691982131,rain
23.43102325093853,37.69499716862721,no rain
37.6092096569983,10.036749509505395,no rain
23.01896711503516,63.377903954325056,no rain
15.526797048260876,88.01313534336417,rain
25.731528737694127,88.77535094139863,rain
18.330115619660667,95.76634748089732,rain
21.8246715726374,86.7705459766688,rain
37.658592351061,0.2140919345475223,no rain
15.44410551203097,38.02411664133902,no rain
38.44762255295657,81.85425799055031,rain
36.21402567824255,36.62530059984742,no rain
7.831645391571858,60.15485063797061,no rain
2.774452035006618,60.6316947374532,rain
4.031120055097066,36.502530403882304,no rain
0.7288730260619891,90.44739272812876,rain
3.777718430237136,50.32283453861176,rain
27.320270936654275,46.47842059375008,no rain
2.8475459384091595,99.75137456618958,rain
12.759025211750451,49.35003640726167,no rain
33.79501243877818,17.839825192858104,no rain
0.9308774294330346,51.306942286343805,no rain
32.578739303557434,81.401673551993,rain
11.274190990935997,77.68603268982814,rain
4.72659310486625,78.8581765108471,rain
27.869486614566025,70.80237839979118,rain
25.15771387119536,25.42178290666882,no rain
35.09888054108212,86.20840858402315,rain
29.40284175215543,89.3443465376265,rain
32.13923721539394,19.415269661854907,no rain
11.28138290285226,13.045563655139391,no rain
7.097581751188913,97.56049685891121,rain
30.024590065634335,86.83239636503679,rain
32.27338957069056,89.32361472099467,rain
39.620205680026935,88.63763846243951,rain
16.50470707645706,54.168682403372834,no rain
14.880723431711328,64.64017366657997,rain
31.056518429679873,54.53628521336417,no rain
13.632141610120714,5.1206349190329075,no rain
37.23029302414259,74.55030853527727,no rain
34.336510073720476,50.53320333358803,no rain
17.159761095000732,64.77090747902298,rain
30.034842711659895,50.263980497553526,no rain
30.181714963387293,49.181132232245595,no rain
4.124954753437304,17.178910947776682,no rain
36.102116267182666,27.871371514114895,no rain
20.210094897914285,15.88526919439558,no rain
33.058298644309666,19.566629562534242,no rain
12.80198404122447,97.29773804203049,rain
35.82092913984802,15.311344577219844,no rain
15.568067149366524,26.927042430520764,no rain
0.4335060592119344,59.058965773858496,rain
36.21527905677055,61.017857623664185,no rain
3.6514670714453423,15.397412974382906,no rain
12.772545503616595,79.37174257852124,rain
38.0024786820322,78.5202867912825,rain
38.024285877502244,23.731770420389108,no rain
22.937515524931445,28.866630267546046,no rain
25.27348848679197,93.7987865459497,rain
17.93782087913279,82.5671445979478,rain
11.728430867922581,69.77970330625239,rain
13.146581814796638,8.223322151060053,no rain
26.900738243081538,41.82640809025757,no rain
30.0949811775072,55.9301872076827,no rain
31.66316174903394,18.741128798377694,no rain
31.584725711782156,44.82265821082245,no rain
3.6482441219476147,60.102587748869,rain
19.776812188103257,32.737668011539924,no rain
2.3023504006657713,78.09448189504872,rain
21.98115529294942,84.04495816388055,rain
17.66122005493508,32.36094694340708,no rain
35.50816731033199,83.86571544924571,rain
14.036600502083147,10.357656610301502,no rain
4.6826806571042345,83.77290986226564,rain
5.719667282113434,15.275043166761659,no rain
30.46042526869889,8.292715250972604,no rain
24.728722532650444,64.17754044410113,no rain
4.04490704491161,47.193736575529435,no rain
3.3642722445998974,90.78906004128328,rain
28.038765258364798,36.31891960908492,no rain
2.910520254567741,28.71522634376287,no rain
32.87440237161425,50.07349061441984,no rain
28.24968908625985,45.59461857686613,no rain
3.2539512256759906,34.44280462171883,no rain
3.3935085634076767,69.37412986983286,rain
39.465583140047016,75.95618339139082,rain
14.970831830244812,85.29839690301367,rain
14.825685882675636,97.28566047103429,rain
32.5119826903001,26.665619213250448,no rain
37.88994309535435,71.60934824899616,no rain
39.44004255291483,39.425823549574524,no rain
30.135127410357665,67.70819719511081,rain
15.050383421236631,47.59816903492203,no rain
3.3400286679467506,99.37731027679317,rain
31.08587663709747,72.890213579075,rain
22.3361699894322,95.24913004343244,rain
16.968880369879052,83.49695494811857,rain
36.25417540378944,90.29010111633711,rain
4.447899292246054,81.4419197214675,rain
19.705004171634364,45.91591303759114,no rain
0.45414579069676275,25.17884533468844,no rain
18.74642567976505,37.03201754505222,no rain
2.252131027273494,2.0236232639950447,no rain
4.752716650722877,52.39931674646672,no rain
4.701049871084195,50.50578002704087,rain
25.968412084642544,52.52504648304882,no rain
29.841795170616933,97.40312249720638,rain
23.334750603886384,91.14540034548394,rain
38.486901938981674,16.171277833010798,no rain
14.994823180948163,36.888252155588916,no rain
11.42848345127443,42.39561794632619,no rain
34.74396512757841,36.053291785164774,no rain
8.943833540778105,79.8495963603913,rain
38.52890157762445,52.40376698675869,no rain
0.48617898759265366,57.209981697162505,rain
38.79515306830556,85.30135589879255,no rain
1.7263964780230445,80.59281534153587,rain
35.645724547922846,13.22115228202997,no rain
21.108044363451995,71.39145840836343,rain
39.718591844772014,43.543612890203555,no rain
2.9518625894159545,29.464890306250048,no rain
22.15417137605283,5.0018820902186345,no rain
38.77210142476396,48.724956034545094,no rain
20.923913766805953,35.54366807245314,no rain
25.1759455254105,25.151303967640082,no rain
27.829947559384685,69.46717295969576,rain
18.18164259071093,76.9485387315587,rain
25.102323203362538,24.47895190294248,no rain
23.37257247692401,4.944743667934725,no rain
36.04632041963956,84.8752700565235,rain
1.8178552136583148,0.9959741204303318,no rain
11.238527583689212,93.7112493921472,rain
38.01645936306235,62.76198739827059,no rain
35.61055135563665,32.18466352013203,no rain
18.22627011142852,24.64779095767362,no rain
24.80530391206147,0.9005664264475244,no rain
11.095247319245306,23.547141701087714,no rain
7.524846388950452,13.77283015171411,no rain
18.547936197599284,61.216622072314564,rain
14.134089121042113,16.65455885938013,no rain
23.346244474034883,52.86298375366193,no rain
3.1093854785993935,59.01164223444708,rain
38.97579230664666,29.80416983469145,no rain
39.44842977918412,3.5064949018718705,no rain
27.926468560789807,3.72538806141961,no rain
21.443854653764816,2.6347332193917605,no rain
12.38110465145311,73.91246671365462,rain
32.551800788277944,31.800970481429815,no rain
27.389246902155172,79.63001859676636,rain
6.504677573795652,43.17328238428492,no rain
36.4370873797537,45.29981008299638,no rain
32.90148971692676,51.28826025095737,no rain
37.99199653167696,71.3031456375104,no rain
29.0287803355344,27.350286582970707,no rain
24.536607837431596,12.15873495335269,no rain
16.729721451624755,55.60573351914615,no rain
37.309139334160534,32.697762324273924,no rain
34.642555580016335,44.24913136680374,no rain
1.8087468042475763,64.69467083373054,rain
1.0546789798900802,49.41257411412706,no rain
15.058534675121983,62.02788171008429,rain
32.422133231273314,54.42000021136278,no rain
39.49104517259778,73.97963719360992,no rain
6.016675644141127,70.593661771162,rain
23.765228614085405,53.41898918086192,no rain
15.235634265240861,67.89030208597069,rain
38.79657591258413,87.35596022726128,rain
33.684756925428346,43.22712877881686,no rain
33.533148188445516,41.276307274879365,no rain
18.74772639179881,76.42456208523801,rain
16.592780093506608,58.2553837041994,no rain
10.93628287722825,7.100678022258855,no rain
2.2550198660370846,89.21120156910814,rain
34.588895050202126,3.0783102237640136,no rain
32.516040365203104,74.8396356209743,rain
39.98870693144522,75.87941427043128,rain
39.86547348295622,95.31110852819305,rain
22.217268224105098,5.4134408402320755,no rain
30.75949660722042,59.685686078449095,no rain
37.79062919529712,42.784057062705294,no rain
33.98589562709646,33.0632954859542,no rain
9.893924069727905,9.031856029907303,no rain
18.02176541240374,56.265411967130916,no rain
5.166376606059799,47.90407256746136,no rain
38.16204109034889,10.455445815102426,no rain
24.246985378035202,61.24895070970834,no rain
9.14571222013851,73.79531202529385,rain
26.86802737623427,76.72783010536483,rain
24.725129618315833,90.53731882624274,rain
14.326508721313619,40.94707418887772,no rain
4.542303687985161,95.3072768622137,rain
26.862927823711985,86.5429405082686,rain
20.812308036151734,29.650157102393905,no rain
30.892735669425573,15.928303734945848,no rain
20.806540044479735,43.53893961280134,no rain
34.0872600127416,40.18987079559666,no rain
22.076273550979423,57.57193053312043,no rain
22.43751886141545,58.3386232327748,no rain
35.0661441063338,74.99869843799752,rain
16.139314648495883,50.98899482056102,no rain
5.360609138025629,10.482264094076555,no rain
1.151307052533559,85.8291335553106,rain
30.20549022694476,30.976458318518706,no rain
24.812382054138588,97.1297460306592,rain
28.163190723968942,11.786010867977016,no rain
8.518566460356428,95.82511722325032,rain
5.4548590234707905,9.101180688251699,no rain
0.5817866267152771,23.103613794705947,no rain
14.023502352263879,4.657994208654159,no rain
23.596707474185322,70.5113146638995,rain
15.689761803989292,85.02987365717918,rain
17.498996880949164,43.40710818159804,no rain
36.166347779749934,92.85220750424297,rain
13.930218680932015,59.029907175559956,rain
20.559579566392433,63.00071354465232,no rain
31.346120509645722,84.54192017007699,rain
15.861711292850806,29.68002050518389,no rain
24.88346800911494,35.42657213276258,no rain
34.49454834986981,90.59519191946444,rain
37.98082494630569,90.09634960387638,rain
5.8829392371615175,97.64827762008709,rain
37.06350500645978,90.18383164416711,rain
19.684651723181528,12.73720360333609,no rain
10.329775531958333,82.37242861369873,rain
18.36543024953045,40.9838478109594,no rain
39.201303011419085,99.08013559459378,rain
19.704723759714785,47.22809643288011,no rain
13.150064411500328,55.38360825022206,no rain
25.33603417266903,52.97749152567985,no rain
9.605824751127724,32.17370298582778,no rain
3.0345331243465568,7.502208889291817,no rain
5.155188876425969,89.56512304019185,rain
5.121833558310898,80.26758125262869,rain
6.076107740491774,13.952678055966928,no rain
5.553086905976405,77.67682713500729,rain
25.634989792128586,62.584666605061,no rain
7.275203375965793,40.91437879176223,no rain
13.826691332954528,25.40211490955627,no rain
35.87153639624047,85.97287835022325,rain
18.958465610514892,70.01882592940531,rain
26.702309540841085,54.773990946913685,no rain
6.8927948480651935,60.95685338984641,rain
7.691560752346831,9.106618208218098,no rain
1.6347446506591545,47.39197609111919,no rain
6.757402522886582,19.3700292785702,no rain
11.143613561278345,20.838367900882538,no rain
7.080419371069873,66.13039622868668,rain
3.5481013502822245,91.1256151834288,rain
4.825434844024032,40.375661047834654,no rain
18.43115072130903,20.774927301219037,no rain
8.2533487362317,64.87469372366542,rain
14.570794441923018,87.11870463503178,rain
20.136690834194276,74.83188011224908,rain
27.615793145174614,86.87572305365872,rain
1.5724855936439575,53.655467101079935,no rain
31.976415956361706,75.1876244369191,rain
25.11601557963631,14.006455935893648,no rain
3.2703612779548763,34.82746153631915,no rain
34.94314496427109,38.95491644815225,no rain
36.83489602127253,51.12957462460346,no rain
2.44311839419455,92.90763602568236,rain
11.075105925888149,87.42965602221743,rain
32.24805119172245,13.452549228918453,no rain
29.930387615346334,17.27896518824632,no rain
7.380840774255093,35.76405495889114,no rain
8.373972933468412,29.07438658906739,no rain
14.81888411165528,61.47709531562623,rain
19.380919407640853,90.2776047764545,rain
24.730190861211838,96.22915416725868,rain
14.756545582790896,65.36029525352265,rain
18.501388645325918,83.81592014010867,rain
29.89883752535026,52.52022002307971,no rain
1.467328115623916,20.832694686003972,no rain
10.09747777376083,52.46884120934774,no rain
28.533983435382098,55.508260143765106,no rain
35.808273507487975,74.24575642135565,rain
20.467097684626644,21.98829897073491,no rain
21.284539410612627,36.83103820867317,no rain
4.286880453591042,36.40274692145663,no rain
17.896494672938186,95.94395957411649,rain
21.304690658200926,44.394496032671896,no rain
9.698820145389186,75.50939672981465,rain
10.769729237975238,75.0811381374439,rain
15.091366524184906,26.554418480324138,no rain
0.8028479111090547,57.18696893717321,rain
12.883166623327131,89.43028933186481,rain
8.457920279861785,47.51977194569494,no rain
13.099894087116585,94.5117507342546,rain
4.790485272770049,21.44582293241616,no rain
35.6210912295958,7.415910577403073,no rain
23.743698142161946,89.14538731447493,rain
27.164092765779586,84.76811979622167,rain
31.566849544293532,99.25898759338448,rain
19.93768795716229,67.93934881124261,rain
3.4768115234969477,93.66879266671495,rain
21.484261672741912,82.69490250841109,rain
23.473644720835164,84.44263331200868,rain
29.8175789673732,56.914157045426826,no rain
17.266381849187177,38.23645979167109,no rain
5.10321211182255,93.45580725432818,rain
11.351036231948978,43.211717561589445,no rain
14.523291855945404,53.881936724966906,no rain
25.83668965326405,44.611430712518775,no rain
22.831132186756477,56.48183139601971,rain
14.24386903591385,47.05050789923272,no rain
39.460609951719185,4.796755857947588,no rain
24.230992774275485,88.20481860076987,rain
9.48907166943978,44.43938189157698,no rain
4.07129890481615,58.894364850734874,rain
6.114365567373281,13.918780275798703,no rain
9.838309135380324,0.3387847982639136,no rain
6.427254930382227,24.529009364364295,no rain
7.4626809620522305,70.45860321333502,rain
11.403806747753883,9.91945301128786,no rain
6.934943811790193,90.88874403864679,rain
35.870616985057005,21.50225693561846,no rain
3.2093498264656883,20.45936142917758,no rain
20.980455582810187,18.15079616214955,no rain
16.41587307958646,1.3981712971364746,no rain
39.29514467634426,77.18054684782346,rain
4.481556086722094,87.50345312452585,rain
15.914223961829666,61.416270261619886,rain
38.77881733101476,18.819998167986228,no rain
34.62028503575921,28.527799694087975,no rain
32.6828828379712,47.592669736496326,no rain
10.316113081797592,95.43459516233008,rain
6.835503495602633,24.73513718177428,no rain
26.74572879697724,73.16459039198881,rain
37.17503956510343,43.94482232929203,no rain
22.270515720557192,29.78473483600218,no rain
22.864507578795994,45.59159370221138,no rain
11.199163746411367,7.120671754123253,no rain
30.779717327677474,79.86873709303624,rain
7.481749942300935,24.330192798296714,no rain
12.947169456169746,72.54121231929705,rain
17.017457544656672,6.834837144819472,no rain
20.3044151473782,95.5098556165686,rain
9.69638929660321,19.30149854056986,no rain
4.593472989568141,88.27420762070804,rain
24.424801697665302,80.94732096154344,rain
11.54522212961023,96.7859924081416,rain
23.24952885690449,47.78906609457496,no rain
6.1745086109680924,72.73972938459515,rain
19.2456040741927,37.0710657037784,no rain
21.303577302063434,18.436823801969382,no rain
2.0729414728970763,44.30759329334488,no rain
13.464171127756824,16.574901538845488,no rain
5.37658707755897,98.20446227863839,rain
2.5349988189107098,9.624649114071637,no rain
39.59840929559781,58.92117234526204,no rain
12.894153798988919,62.64638552540559,rain
